ID_REF,logFC,pval,FDR
1552754_a_at,0.015213432549332495,0.9299403995157561,
1552755_at,-0.5630492970859748,0.020209341112099526,
1552757_s_at,-0.24342018990965553,0.25420027612559565,
1552758_at,-0.11090858119118341,0.5580021384968789,
1552760_at,-0.02747848743025383,0.8807315993778334,
1552761_at,-0.09973154180341837,0.5093105441118537,
1552763_at,-0.18053820880696758,0.41004477541382756,
1552765_x_at,-0.14036582717105617,0.4667821182387625,
1552766_at,0.130576682210104,0.6010246804147357,
1552767_a_at,-0.1867965131357634,0.63262112006061,
1552768_at,0.054080053705277464,0.737020591420236,
1552769_at,0.14658950259920633,0.39210872566120125,
1552770_s_at,0.10751215339140252,0.49463466762268504,
1552771_a_at,-0.38582095690699614,0.0639719382316105,
1552772_at,-0.023578317073915223,0.8960815735956809,
1552773_at,-0.051284356921317276,0.7516944556393255,
1552774_a_at,0.08147998366461362,0.6956452198841614,
1552775_at,0.04376445393136841,0.8237703574994436,
1552777_a_at,-0.12567169929180455,0.5152996912832705,
1552779_a_at,-0.23671159945169062,0.16135743610351908,
1552782_at,-0.050529396030431606,0.781418751685028,
1552783_at,0.22486689650930014,0.25396020838909805,
1552785_at,-0.10161903280158846,0.5080134210125831,
1552787_at,-0.2536707295813274,0.11263846380987622,
1552788_a_at,-0.10898143455261078,0.3265383377771136,
1552789_at,0.19654453190172294,0.2580667022504149,
1552790_a_at,0.021707928127211673,0.8665815688195123,
1552791_a_at,0.30481481208947514,0.08204954878521069,
1552792_at,0.037216178509781095,0.774985670153725,
1552793_at,0.14230924968265146,0.3943095143326468,
1552794_a_at,0.31173504786156236,0.16672699485492254,
1552796_a_at,0.1939675011134394,0.25365669336101415,
1552797_s_at,0.04321325071358473,0.7756750646762236,
1552798_a_at,0.17291278802057697,0.4025265134477163,
1552799_at,0.23171201417418263,0.33585010757204137,
1552800_at,-0.06826304866754462,0.6791030012051035,
1552801_at,0.19524784452274346,0.28751921965164695,
1552803_a_at,0.5813109128661589,0.00028813953157764613,
1552804_a_at,0.06963972012148645,0.6688574420475297,
1552806_a_at,-0.0324610077863392,0.8381705687546583,
1552807_a_at,-0.23513167391020673,0.057709265028210756,
1552808_at,0.17691818918033064,0.37756034016095164,
1552809_at,0.11292680365113927,0.4531758180700892,
1552811_at,0.18082193196236496,0.384410172396484,
1552812_a_at,-0.09471825442888804,0.42401780115794296,
1552813_at,0.34472796143315865,0.1298537249236949,
1552814_a_at,-0.37592026134293377,0.06977744862202781,
1552816_at,-0.14044133800419978,0.340248851883147,
1552818_a_at,0.5439195656365428,0.06513803294908217,
1552819_at,0.037875547162486534,0.781236023870272,
1552822_at,-0.0717344895863965,0.46873097539143405,
1552825_at,-0.019448074948462235,0.9076007788349019,
1552826_at,0.09241040553082414,0.6884660195899233,
1552827_s_at,0.0041294449973126035,0.9761055716269156,
1552828_at,0.11065734733142119,0.5004065105324846,
1552829_at,0.06690765610244753,0.5858883396001497,
1552830_at,0.25609938743237404,0.09543891094570761,
1552833_at,-0.010541591173828024,0.9476416768965822,
1552834_at,0.04572067759491638,0.6395327975742787,
1552835_at,0.014889965190097776,0.915601982858779,
1552836_at,0.1399033913437986,0.39674993728189,
1552837_at,0.5930059619156225,0.004148427196384046,
1552839_at,0.0758968784865246,0.5859747287933119,
1552841_s_at,-0.044165599473974915,0.8269877975952717,
1552842_at,0.03655213069130259,0.8542959975612809,
1552843_at,0.01684192773858495,0.938296139069618,
1552845_at,0.0866616849659021,0.381532319627376,
1552846_s_at,-0.13682009273632012,0.3282136062926865,
1552848_a_at,-0.1344896323986724,0.3656158952581239,
1552849_at,-0.1003129327727823,0.569612670975759,
1552851_at,-0.24640570733685063,0.224506505710991,
1552852_a_at,0.024247305707859823,0.9143836269567921,
1552853_at,-0.10080650795380386,0.6867686483663037,
1552854_a_at,0.046129909487817145,0.8437847167061275,
1552856_at,0.11409121226114749,0.6005850847449735,
1552857_a_at,0.08908910779817347,0.6694420467600737,
1552858_at,-0.08305270381507235,0.7051436583755081,
1552860_at,0.22642497879806278,0.23238938007782456,
1552862_at,-0.28647136287564035,0.03312633577749858,
1552863_a_at,0.11959033440005484,0.3541676473175138,
1552865_a_at,0.09247930856219178,0.5214144787300796,
1552867_at,0.10126270221252653,0.34016042198807117,
1552868_at,-0.06824644720511497,0.6223531969040698,
1552870_s_at,0.4615068907203703,0.08885097960147577,
1552872_at,0.0791812012221591,0.6574928826290927,
1552873_s_at,-0.04671040792722003,0.7405708062831569,
1552875_a_at,-0.11419889993446031,0.5154687051795208,
1552876_at,0.14518928657030727,0.3796224410259106,
1552877_s_at,0.005980065991881389,0.9697996317489039,
1552878_at,-0.07560792094991875,0.6516638021948868,
1552879_a_at,0.04400305293489737,0.8301634154892221,
1552880_at,0.2746176674141614,0.19655422575021386,
1552882_a_at,0.04012457068277531,0.8338450388262341,
1552884_at,0.2996564990401316,0.08428210364762037,
1552885_a_at,-0.10818521408166504,0.5001178780910572,
1552887_at,0.11912022552744617,0.47013577693119546,
1552889_a_at,0.1074946647873869,0.28302826694090893,
1552890_a_at,0.05904913633818243,0.7273880571295668,
1552892_at,-0.0726009584342826,0.5591468501056784,
1552893_at,0.07744690488155825,0.5265133764343708,
1552895_a_at,0.04775398809648923,0.6900254137212622,
1552897_a_at,0.11029360202043925,0.541720422100975,
1552898_a_at,0.5304766386489694,0.02767570187668436,
1552899_at,0.062308476091855525,0.5930686629864668,
1552900_a_at,0.13161799312262445,0.44223288048599085,
1552902_a_at,0.06232238743321883,0.7774204040564299,
1552903_at,0.09239599460342607,0.5744043549244147,
1552904_at,0.05614707707798683,0.7485915495347144,
1552906_at,0.03666867382488981,0.8487071029061092,
1552908_at,0.16892239987458613,0.34021170337025874,
1552910_at,-0.022893445047715844,0.8733606393820428,
1552911_at,0.16169878389012915,0.3262292429562166,
1552912_a_at,0.05106989333290901,0.763281326719223,
1552913_at,0.177195923516539,0.4967363226290822,
1552914_a_at,-0.3199016121149345,0.2402450560537079,
1552915_at,0.1979237695817293,0.2814646671472746,
1552917_at,-0.16933954349921976,0.2348205294806418,
1552919_at,-0.0465543414769245,0.8254728762721958,
1552921_a_at,0.08338075239318066,0.4045270556978937,
1552922_at,-0.012227313077505464,0.958618360651067,
1552923_a_at,0.09473238267366302,0.5371913516877407,
1552924_a_at,0.013966277368647084,0.9557533974301335,
1552925_at,-0.06271977558841701,0.7535155413880376,
1552927_at,0.07805925790849333,0.541332897341068,
1552928_s_at,0.21376957671145114,0.16053221019002611,
1552929_at,0.1573673828175668,0.3509142136373151,
1552930_at,-0.0024864447044450344,0.9806966887939307,
1552931_a_at,-0.148299503147447,0.2990685761001482,
1552932_at,0.19918911097204095,0.3475749107321656,
1552933_at,0.14257113843429092,0.45968447695934056,
1552935_at,0.03504840187502545,0.7962434706758675,
1552937_s_at,-0.13588689496382678,0.28063487844368623,
1552938_at,0.23553277099179226,0.20581494025406363,
1552939_at,-0.016223449631624476,0.9169960252997359,
1552940_at,0.09022723359376705,0.5289516288262792,
1552942_at,0.01849921997707149,0.863193170376789,
1552943_at,0.07100869628851036,0.6312046987153452,
1552944_a_at,-0.00585279954387552,0.9724658144733197,
1552946_at,0.024847640811505478,0.8969346736716203,
1552947_x_at,-0.057311428281033194,0.7071963416865631,
1552948_at,0.15022609805141052,0.409044326082147,
1552950_at,-0.22134337157174588,0.331419328301116,
1552952_at,0.33463061372830705,0.038965571304754615,
1552953_a_at,0.09448525590345636,0.5346007912485223,
1552954_at,0.3770323116604901,0.06383292317563925,
1552955_at,0.07148110773625582,0.6090097203053026,
1552957_at,0.21954898053740646,0.26828483380053575,
1552960_at,-0.03786458446022234,0.8095320724661768,
1552961_at,0.24787614652225098,0.10165630265881737,
1552964_at,0.0639503223537945,0.7450602087769183,
1552965_a_at,0.02776422578005544,0.8715333757668995,
1552967_at,0.0018315475923005309,0.9876830393262441,
1552969_a_at,0.18840798752307286,0.38718413036146415,
1552970_s_at,0.2097690257591145,0.25829715889052385,
1552971_at,0.2257503015464053,0.28793209356161764,
1552972_at,-0.020807364967224018,0.9242141169799474,
1552973_at,-0.12745353972458862,0.5522986378873768,
1552974_at,-0.13848526960742724,0.5836047555758749,
1552975_x_at,-0.021862198118919096,0.9111473715818383,
1552976_at,0.16870947618034116,0.11049560352040873,
1552977_a_at,-0.15436494453365412,0.12034606650744967,
1552978_a_at,0.23664212703453735,0.008543303180869436,
1552979_at,0.13336001492886762,0.5364975066467543,
1552980_at,-0.24452010110696243,0.1637779157228515,
1552982_a_at,-0.03164654507190168,0.8840489758618937,
1552985_at,-0.04054070973319579,0.7851904084687352,
1552986_at,0.1836407839338534,0.26519900683903785,
1552987_a_at,0.12560333860523354,0.5378338546380435,
1552988_at,0.3933376226256362,0.09009036999535844,
1552990_at,-0.13106647744265487,0.4207260548099415,
1552991_at,0.2595334949557708,0.19435626371178744,
1552993_at,0.22912958598391509,0.3611637053962401,
1552995_at,-0.13712625715986348,0.3731648407389103,
1552997_a_at,0.1699254503477281,0.3948229987593407,
1552998_at,0.09702907740359734,0.6411374422303583,
1552999_a_at,0.1154491206766215,0.5550366808719511,
